First_Name Middle_Name,Family_Name,Category,Primary Affiliation,Secondary Affiliations,Researcher ID URL,RID
Stuart J,Connolly,Clinical Medicine,"McMaster University, Canada",,,
Stuart J,Pocock,Clinical Medicine,"London School of Hygiene and Tropical Medicine, UK",,,
Stuart J D,Neil,Microbiology,"King's College London, UK",,,
Stuart R,Batten,Chemistry,"Monash University, Australia","King Abdulaziz University, KAU, Saudi Arabia",http://www.researcherid.com/rid/A-1061-2008,A-1061-2008
Su,Ha,Engineering,"WSU, United States",,http://www.researcherid.com/rid/C-6156-2014,C-6156-2014
Subashan,Perera,"Social Sciences, general","University of Pittsburgh, USA",,,
Subir,Sachdev,Physics,"Harvard University, United States",,http://www.researcherid.com/rid/A-8781-2013,A-8781-2013
Subra,Suresh,Materials Science,"Carnegie Mellon University, USA",,,
Sudhir,Kumar,Computer Science,"Arizona State University - Tempe, USA","King Abdulaziz University, Saudi Arabia",,
Sung Wan,Kim,Pharmacology & Toxicology,"University of Utah, USA",,,
Susan E,Gebhardt,Agricultural Sciences,"USDA, USA",,,
Susan E,Van Aken,Microbiology,"MacroGenics, USA",,,
Susan L,Hendrix,Clinical Medicine,"Detroit Medical Ctr, USA",,,
Susan M,Lucas,Plant & Animal Science,"Energy Sciences Network, USA",,,
Susanne E,Bauer,Geosciences,"Columbia University, USA","NASA, USA",,
Sushil,Adhikari,Engineering,"Auburn University, USA",,,
Susumu,Goto,Biology & Biochemistry,"Kyoto University, Japan",,,
Susumu,Kitagawa,Chemistry,"Kyoto University, Japan",,http://www.researcherid.com/rid/C-2468-2009,C-2468-2009
Susumu,Nakae,Immunology,"The University of Tokyo, Japan",,,
Suzanna E,Lewis,Biology & Biochemistry,"University of California, Berkeley, USA",,,
Sven,Wunder,Economics & Business,"Center for International Forestry Research (CIFOR), Brazil","University of Copenhagen, Denmark",,
Sverre E,Kjeldsen,Clinical Medicine,"University of Oslo, Norway",,,
Syed Ali,Jafar,Computer Science,"University of California, Irvine, USA",,,
Sylvain,Moineau,Microbiology,"Université Laval, Canada",,http://www.researcherid.com/rid/N-3578-2013,N-3578-2013
T Andrew,Black,Agricultural Sciences,"University of British Columbia, Canada",,,
T Nejat,Veziroglu,Engineering,"Int Assoc Hydrogen Energy, USA",,,
T S,Zhao,Engineering,"The Hong Kong University of Science & Technology, Hong Kong SAR","HKUST, Hong Kong SAR",http://www.researcherid.com/rid/A-1341-2009,A-1341-2009
T Scott,Stroup,Psychiatry/Psychology,"Columbia University, USA",,,
Tadao,Asami,Plant & Animal Science,"The University of Tokyo, Japan",,http://www.researcherid.com/rid/D-4564-2011,
Tadatsugu,Taniguchi,Immunology,"The University of Tokyo, Japan",,,
Tadayuki,Takahashi,Space Science,"JAXA, Inst Space & Astronautical Sci, ISAS, Japan","The University of Tokyo, Japan",,
Tae Gwan,Park,Pharmacology & Toxicology,"Korea Advanced Institute of Science and Technology, South Korea",,,
Taeghwan,Hyeon,Chemistry,"Seoul National University (50%), South Korea","Institute for Basic Science (IBS) (50%), South Korea",,
Taeghwan,Hyeon,Materials Science,"Seoul National University (50%), South Korea","Institute for Basic Science (IBS) (50%), South Korea",,
Tai-Ping,Sun,Plant & Animal Science,"Duke University, USA",,,
Takafumi,Sato,Physics,"Tohoku University, Japan",,http://www.researcherid.com/rid/E-5094-2010,E-5094-2010
Takao,Someya,Materials Science,"The University of Tokyo, Japan","Japan Sci & Technol Agcy, JST, Japan",,
Takasada,Shibauchi,Physics,"University of Tokyo, Japan","Kyoto University, Japan",http://www.researcherid.com/rid/B-9349-2008,B-9349-2008
Takashi,Fujita,Immunology,"Kyoto University, Japan",,,
Takashi,Takahashi,Physics,"Tohoku University, Japan",,http://www.researcherid.com/rid/E-5080-2010,E-5080-2010
Takayuki,Tohge,Plant & Animal Science,"Max Planck Inst Mol Plant Physiol, Germany",,,
Tamara B,Harris,Clinical Medicine,"NIA, USA",,,
Tamara B,Harris,"Social Sciences, general","NIA, USA",,,
Tamara V,Feldblyum,Microbiology,"US FDA, USA",,,
Tamotsu,Yoshimori,Biology & Biochemistry,"Osaka University Graduate School of Medicine, Japan",,http://www.researcherid.com/rid/K-9626-2014,K-9626-2014
Tanya,Barrett,Biology & Biochemistry,"NIH, USA",,,
Tarjei S,Mikkelsen,Molecular Biology & Genetics,"Broad Institute, United States","Harvard Stem Cell Institute, United States",http://www.researcherid.com/rid/A-1306-2007,A-1306-2007
Taro,Kawai,Immunology,"Nara Inst of Sci & Technol, Japan",,,
Tasawar,Hayat,Engineering,"King Abdulaziz University (KAU), Saudi Arabia","Quaid-i-Azam University (QAU) Islamabad, Pakistan",http://www.researcherid.com/rid/A-3853-2013,A-3853-2013
Tasawar,Hayat,Mathematics,"King Abdulaziz University (KAU), Saudi Arabia","Quaid-i-Azam University (QAU) Islamabad, Pakistan",http://www.researcherid.com/rid/A-3853-2013,A-3853-2013
Tatiana A,Tatusova,Biology & Biochemistry,"NIH, USA",,,
Tatsuo,Itoh,Engineering,"University of California, Los Angeles, USA",,,
Tatsuo,Kakimoto,Plant & Animal Science,"Osaka University, Japan",,,
Tayfun E,Tezduyar,Computer Science,"Rice University, United States",,http://www.researcherid.com/rid/F-6134-2012,F-6134-2012
Tayfun E,Tezduyar,Engineering,"Rice University, United States",,http://www.researcherid.com/rid/F-6134-2012,F-6134-2012
Taylor H,Ricketts,Environment/Ecology,"University of Vermont, USA",,,
Ted,Belytschko,Engineering,"Northwestern University, USA",,,
Ted M,Dawson,Neuroscience & Behavior,"The Johns Hopkins University, USA",,,
Tejal K,Gandhi,"Social Sciences, general","Harvard University, USA","Partners Healthcare, USA",,
Terence,Tao,Computer Science,"University of California, Los Angeles, USA",,,
Terence,Tao,Mathematics,"University of California, Los Angeles, USA",,,
Terence G,Langdon,Materials Science,"University of Southampton, UK","University of Southern California, USA",,
Terence P,Speed,Computer Science,"Walter & Eliza Hall Institute of Medical Research, Parkville, Australia, Australia","University of California, Berkeley, USA; University of Melbourne, Australia",,
Terence P,Speed,Mathematics,"Walter & Eliza Hall Institute of Medical Research, Parkville, Australia, Australia","University of California, Berkeley, USA; University of Melbourne, Australia",,
Terrence M,Tumpey,Microbiology,"Ctr Dis Control & Prevent, USA",,,
Terri,Wrin,Microbiology,"Monogram Biosci Inc, USA",,,
Terrie E,Moffitt,Psychiatry/Psychology,"Duke University, United States","King's College London (Institute of Psychiatry), KCL, United Kingdom",http://www.researcherid.com/rid/D-5295-2011,D-5295-2011
Terrill K,McClanahan,Immunology,"Merck Res Labs, USA",,,
Terry P,Hughes,Environment/Ecology,"James Cook University, Australia",,,
Terry P,Kenakin,Pharmacology & Toxicology,"University of North Carolina at Chapel Hill, USA","King Abdulaziz University, Saudi Arabia",,
Terry R,Utterback,Microbiology,"Independent Biotechnology Consultant, USA",,,
Terry V,Callaghan,Environment/Ecology,"Royal Acad Sci, Sweden","The University of Sheffield, UK",,
Teru,Hideshima,Clinical Medicine,"Dana Farber Canc Inst, USA",,,
Tetsuya,Satoh,Chemistry,"Osaka University, Japan",,http://www.researcherid.com/rid/A-6965-2012,A-6965-2012
Theodor W,Hansch,Physics,"University of Munich, Germany","Max Planck Inst Quantum Opt, Germany",,
Theodore G,Shepherd,Geosciences,"The University of Reading, UK",,,
Thierry,Facon,Clinical Medicine,"Hop Claude Huriez, France",,,
Thomas,Boller,Plant & Animal Science,"University of Basel, Switzerland",,,
Thomas,Illig,Molecular Biology & Genetics,"German Res Ctr Environm Hlth, Germany","Hannover Medical School, Germany",,
Thomas,Kissel,Pharmacology & Toxicology,"University of Marburg, Germany",,,
Thomas,Korn,Immunology,"Technical University Munich, Germany",,,
Thomas,Lengauer,Computer Science,"Max Planck Inst Informat, Germany",,,
Thomas,Meitinger,Molecular Biology & Genetics,"Technical University Munich, Germany","Helmholtz Zentrum Munchen, German Research Center for Environmental Health, Germany",,
Thomas,Sutikna,"Social Sciences, general","University of Wollongong (UOW), Australia","Indonesian Ctr Archaeol, Indonesia",,
Thomas,Tuschl,Biology & Biochemistry,"Rockefeller University, USA",,,
Thomas,Wiegand,Engineering,"Heinrich Hertz Inst Nachrichtentech Berlin GmbH, Germany","Technical University of Berlin, Germany",,
Thomas A,Baillie,Pharmacology & Toxicology,"University of Washington, USA",,,
Thomas A,Ternes,Environment/Ecology,"Fed Inst Hydrol BfG, Germany",,,
Thomas C,Sudhof,Neuroscience & Behavior,"Stanford University, USA",,,
Thomas E,Nichols,Neuroscience & Behavior,"University of Warwick, UK",,,
Thomas F,Stocker,Geosciences,"University of Bern, Switzerland",,,
Thomas H,McGlashan,Psychiatry/Psychology,"Yale University, USA","Connecticut Mental Hlth Ctr, USA",,
Thomas J,Jackson,Engineering,"ARS, USA",,,
Thomas J,Lynch,Clinical Medicine,"Yale Canc Ctr, USA","Yale University, USA",,
Thomas J,Walsh,Clinical Medicine,"Cornell University, USA",,,
Thomas J,Webster,Materials Science,"Northeastern University, USA","King Abdulaziz University, Saudi Arabia",,
Thomas J.R.,Hughes,Computer Science,"The University of Texas at Austin, USA",,,
Thomas Jue-Fuu,Wang,Clinical Medicine,"Vanderbilt University, USA",,,
Thomas L,Delworth,Geosciences,"NOAA, USA",,,
Thomas L,Madden,Biology & Biochemistry,"NIH, USA",,,
Thomas P,Russell,Chemistry,"University of Massachusetts Amherst, USA",,,
Thomas P,Russell,Materials Science,"University of Massachusetts Amherst, USA",,,
Thomas R,Gingeras,Molecular Biology & Genetics,"Cold Spring Harbor Lab, USA",,,
Thomas R,Quinn,Space Science,"University of Washington, USA",,,
Thomas R,Webb,Pharmacology & Toxicology,"St Jude Childrens Res Hosp, USA",,,
Thomas W,Ebbesen,Physics,"University of Strasbourg UNISTRA, France",,http://www.researcherid.com/rid/P-4752-2014,P-4752-2014
Thomas W,Kensler,Pharmacology & Toxicology,"University of Pittsburgh, USA","The Johns Hopkins University, USA",,
Thomas W,Sederberg,Computer Science,"Brigham Young University, USA",,,
Thorne,Lay,Geosciences,"University of California, Santa Cruz, USA",,,
Thorsteinn,Loftsson,Pharmacology & Toxicology,"University of Iceland, UI, Iceland",,http://www.researcherid.com/rid/N-3438-2013,N-3438-2013
Tilden P,Meyers,Agricultural Sciences,"NOAA ARL, USA",,,
Tilman,Esslinger,Physics,"Swiss Federal Institute of Technology Zurich, Switzerland",,,
Tilmann,Gneiting,Mathematics,"University of Heidelberg, Germany","University of Washington, UW, United States",http://www.researcherid.com/rid/A-8773-2009,A-8773-2009
Tim,Bollerslev,Economics & Business,"Duke University, USA",,,
Tim J,Carver,Computer Science,"Wellcome Trust Sanger Inst, UK",,,
Tim J P,Hubbard,Biology & Biochemistry,"King's College London, KCL, United Kingdom","Wellcome Trust Sanger Institute, WTSI, United Kingdom",http://www.researcherid.com/rid/C-2567-2008,C-2567-2008
Timon,Rabczuk,Computer Science,"Bauhaus University of Weimar, Germany",,http://www.researcherid.com/rid/A-3067-2009,A-3067-2009
Timon,Rabczuk,Engineering,"Bauhaus University, Weimar, Germany",,,
Timothy,Hla,Pharmacology & Toxicology,"Weill  Medical College of Cornell University, United States",,http://www.researcherid.com/rid/G-5873-2012,G-5873-2012
Timothy A,McKay,Space Science,"University of Michigan - Ann Arbor, USA",,,
Timothy B,Onasch,Engineering,"Aerodyne Res Inc, USA","Boston College, USA",,
Timothy C,Beers,Space Science,"Michigan State University, USA","Natl Opt Astron Observ, USA",,
Timothy D,Spector,Molecular Biology & Genetics,"King's College London, UK",,,
Timothy E J,Behrens,Neuroscience & Behavior,"University of Oxford, UK","University College London, UK",,
Timothy J,Key,"Social Sciences, general","University of Oxford, UK",,,
Timothy M,Frayling,Molecular Biology & Genetics,"University of Exeter, UK",,,
Timothy M,Heckman,Space Science,"The Johns Hopkins University, USA",,,
Timothy M,Uyeki,Clinical Medicine,"Ctr Dis Control & Prevent, USA",,,
Timothy P,Hughes,Clinical Medicine,"The University of Adelaide, Australia","South Australian Health and Medical Research Institute(SAHMRI), Australia",,
Timothy R,Dreszer,Biology & Biochemistry,"University of California, Santa Cruz, USA",,,
Tobias,Doerks,Biology & Biochemistry,"European Mol Biol Lab, Germany",,,
Tobias J,Kippenberg,Physics,"Ecole Polytechnique Federale de Lausanne, Switzerland",,,
Tobin J,Marks,Chemistry,"Northwestern University, USA",,,
Tobin J,Marks,Materials Science,"Northwestern University, USA",,,
Toby,Johnson,Molecular Biology & Genetics,"GlaxoSmithKline, UK",,,
Toby J,Gibson,Biology & Biochemistry,"European Mol Biol Lab, Germany",,,
Todd F,Duffield,Agricultural Sciences,"University of Guelph, Canada",,,
Todd R,Golub,Clinical Medicine,"Dana Farber Canc Inst, USA","Eli & Edythe L Broad Inst, USA; Harvard University, USA; Howard Hughes Med Inst, USA",,
Tohru,Funahashi,Clinical Medicine,"Osaka University, Japan",,,
Tom,Beeckman,Plant & Animal Science,"Ghent University, Belgium",,,
Tom,Greene,Clinical Medicine,"University of Utah, USA",,,
Tom A B,Snijders,"Social Sciences, general","University of Oxford, United Kingdom","University of Groningen (RuG), Netherlands",http://www.researcherid.com/rid/F-2896-2012,F-2896-2012
Tom F G,Higham,"Social Sciences, general","University of Oxford, UK",,,
Tom I,Bonner,Pharmacology & Toxicology,"NIMH, USA",,,
Tomonari,Suzuki,Mathematics,"Kyushu Institute of Technology, Japan","King Abdulaziz University, Saudi Arabia",http://www.researcherid.com/rid/C-1625-2014,C-1625-2014
Tong,Zhu,Plant & Animal Science,"Syngenta Biotechnology, Inc., USA",,,
Tongqing,Zhou,Microbiology,"National Institutes of Health, United States",,http://www.researcherid.com/rid/A-6880-2010,A-6880-2010
Tongwen,Chen,Engineering,"University of Alberta, Canada",,,
Tor D,Wager,Neuroscience & Behavior,"University of Colorado at Boulder, USA",,,
Torben,Hansen,Molecular Biology & Genetics,"University of Copenhagen, Denmark","University of Southern Denmark, Denmark",,
Torben G,Andersen,Economics & Business,"Northwestern University, USA","Aarhus University, Denmark",,
Torben J D,Jorgensen,Molecular Biology & Genetics,"Glostrup Univ Hosp, Denmark","University of Copenhagen, Denmark",,
Torsten,Hothorn,Mathematics,"University of Zurich, Switzerland",,,
Toshiharu,Shikanai,Plant & Animal Science,"Kyoto University, Japan",,,
Toshihiko,Takemura,Geosciences,"Kyushu University, Japan",,http://www.researcherid.com/rid/C-2822-2009,C-2822-2009
Trevor J,Hastie,Mathematics,"Stanford University, USA",,,
Trevor W,Robbins,Neuroscience & Behavior,"University of Cambridge, UK",,,
Trisha,Greenhalgh,"Social Sciences, general","Queen Mary, U. of London, UK",,,
Trisha,Suppes,Psychiatry/Psychology,"Stanford University, USA","VA Palo Alto Hlth Care Syst, USA",,
Tsuneyasu,Kaisho,Immunology,"Osaka University, Japan",,http://www.researcherid.com/rid/B-4130-2012,B-4130-2012
Tsuyoshi,Sekitani,Materials Science,"Osaka University, Japan",,,
Tuukka,Petaja,Geosciences,"University of Helsinki, Finland",,,
Tyrone D,Cannon,Psychiatry/Psychology,"Yale University, USA",,,
Ueli,Grossniklaus,Plant & Animal Science,"University of Zurich, Switzerland",,,
Ujjal K,Gautam,Materials Science,"JNCASR, India",,,
Ullrich,Scherf,Materials Science,"Bergische Universität Wuppertal, Germany",,http://www.researcherid.com/rid/G-1552-2012,G-1552-2012
Ulrich,Beck,"Social Sciences, general","London School of Economics and Political Science, UK","University of Munich, Germany",,
Ulrich,Poeschl,Geosciences,"Max Planck Inst Chem, Germany",,,
Ulrich H,Von Andrian,Immunology,"Harvard University, USA",,,
Ulrich M,Zanger,Pharmacology & Toxicology,"Dr Margarete Fischer Bosch Inst Clin Pharmacol, Germany",,,
Ulrich S,Schubert,Materials Science,"Dutch Polymer Inst, Netherlands","University of Jena, Germany",,
Ulrike,Lohmann,Geosciences,"Swiss Federal Institute of Technology Zurich, Switzerland",,,
Umesh K,Mishra,Engineering,"University of California, Santa Barbara, USA",,,
Unnur,Thorsteinsdottir,Molecular Biology & Genetics,"deCODE Genet, Iceland","University of Iceland, Iceland",,
Uri,Gneezy,Economics & Business,"University of California, San Diego, USA",,,
Urs,Baltensperger,Geosciences,"Paul Scherrer Inst, Switzerland",,,
Urs,Fischbacher,Economics & Business,"University of Konstanz, Germany, Germany",,http://www.researcherid.com/rid/H-2693-2014,H-2693-2014
Urs,Ruth,Geosciences,"Climate Anal & Consulting, Germany",,,
Urs,Von Gunten,Environment/Ecology,"Eawag, Swiss Federal Institute of Aquatic Science and Technology, Switzerland","Ecole Polytechnique Federale de Lausanne, Switzerland",,
Ute,Kraemer,Plant & Animal Science,"University of Bochum, Germany",,http://www.researcherid.com/rid/C-5025-2008,C-5025-2008
Uwe,Rudolph,Pharmacology & Toxicology,"Harvard University, USA",,,
V,Lakshmikantham,Mathematics,"Florida Institute of Technology, USA",,,
